Number_of_Vehicles,Accident_Key,Number_of_Casualties,District,Accident_Severity,Month,Year,Day,Time,Junction_Type,Junction_Control,Collision_Type,Road_Type,Weather,Light_Conditions,Road_Character,Surface_Type,Road_Condition,Surface_Condition,Roadworks,Hit_Run,X_Coordinate,Y_Coordinate,longitude,latitude
1,19639,1,Port Louis,Serious,Aug,2011,Wed,00:30,Not a junction,Not a junc,Hit animal,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,555258,7772340,57.5287342,-20.14540707
2,19641,1,Port Louis,Slight,Aug,2011,Sun,19:00,Cross,Traffic signal,Other,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,554980,7773089,57.52605159,-20.13864695
1,19642,1,Port Louis,Slight,Mar,2011,Wed,08:50,Not a junction,Not a junc,Hit pedestrian,Two way,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,554923,7772985,57.52550937,-20.13958834
3,19643,1,Port Louis,Slight,Jun,2011,Sat,19:00,Not a junction,Not a junc,Head On,One way,Fair,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Dry,No,No,556348,7775389,57.53906901,-20.11782423
1,19644,1,Port Louis,Slight,Jul,2011,Sun,15:00,Not a junction,Not a junc,Hit animal,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,556718,7776853,57.542563,-20.10458443
1,19645,2,Port Louis,Slight,Aug,2011,Sat,18:55,Not a junction,Not a junc,Head On,Two way,Rain,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Wet,No,No,554881,7772871,57.52511096,-20.14061966
1,19646,1,Port Louis,Slight,Aug,2011,Sun,22:30,Not a junction,Not a junc,Ran off road,Dual carriageway,Rain,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Wet,No,No,556645,7775601,57.54190365,-20.11589986
2,19647,2,Port Louis,Serious,Aug,2011,Sun,22:15,Not a junction,Not a junc,Head On,Two way,Rain,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Wet,No,No,555987,7774399,57.53564597,-20.12678056
1,19648,1,Port Louis,Slight,Aug,2011,Mon,12:30,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,555573,7775097,57.53166391,-20.1204853
2,19649,1,Port Louis,Serious,Aug,2011,Sat,18:15,Not a junction,Not a junc,Hit parked veh,Dual carriageway,Fair,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Dry,No,No,558093,7775700,57.55575254,-20.11496217
2,19650,2,Port Louis,Slight,Aug,2011,Sun,18:20,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,556536,7776542,57.5408317,-20.10740002
1,19651,4,Port Louis,Slight,Aug,2011,Tue,00:05,Not a junction,Not a junc,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,555544,7774801,57.53139551,-20.12316085
1,19652,1,Port Louis,Slight,Aug,2011,Tue,06:30,Not a junction,Not a junc,Hit animal,One way,Fair,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Dry,No,No,556709,7775598,57.54251599,-20.11592508
2,19653,1,Port Louis,Slight,Aug,2011,Tue,19:45,Not a junction,Not a junc,Ran off road,One way,Fair,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Dry,No,No,556016,7775091,57.53590211,-20.12052669
2,19654,2,Port Louis,Slight,Aug,2011,Thu,19:30,T junction,Stop sign,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,554796,7772544,57.52430755,-20.14357691
4,19656,5,Port Louis,Slight,Aug,2011,Sat,12:30,Not a junction,Not a junc,Head On,Dual carriageway,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554758,7773860,57.52390433,-20.13168639
1,19657,1,Port Louis,Slight,Aug,2011,Sun,11:00,Not a junction,Not a junc,Hit object off road,Two way,Fair,Daylight,Curve only,Asphalt,Good,Dry,No,No,555182,7778904,57.52780803,-20.08609574
1,19658,1,Port Louis,Slight,Aug,2011,Wed,11:40,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554600,7773677,57.52239818,-20.1333445
1,19661,2,R Rempart,Slight,Apr,2011,Thu,02:25,Roundabout,Uncontrolled,Rear end,One way,Fog,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,564084,7782511,57.61282438,-20.05322751
1,19662,1,Pamplemousses,Slight,Aug,2011,Thu,09:50,Not a junction,Uncontrolled,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,Yes,No,559578,7770992,57.5701127,-20.1574588
1,19663,2,Pamplemousses,Serious,Jan,2011,Mon,16:50,Not a junction,Uncontrolled,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,558687,7775823,57.56143093,-20.11383273
1,19665,1,Pamplemousses,Serious,Aug,2011,Sat,15:00,Not a junction,Not a junc,Hit object off road,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,561455,7778380,57.58782381,-20.09064114
1,19666,1,Pamplemousses,Slight,Aug,2011,Fri,07:10,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,560233,7776170,57.57620875,-20.11064951
1,19667,1,Pamplemousses,Serious,Aug,2011,Sun,06:30,Not a junction,Uncontrolled,Ran off road,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,559595,7774557,57.57015848,-20.12524459
2,19668,1,Pamplemousses,Slight,Aug,2011,Tue,17:20,Not a junction,Uncontrolled,Other,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,560969,7777458,57.58320619,-20.09898786
1,19669,1,Pamplemousses,Slight,Feb,2011,Tue,23:00,Not a junction,Not a junc,Ran off road,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,555285,7782159,57.52869459,-20.05667987
1,19670,1,Pamplemousses,Slight,Sept,2011,Sat,12:45,Roundabout,Uncontrolled,Ran off road,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,558366,7783758,57.55810634,-20.04214041
1,19671,1,Pamplemousses,Serious,Aug,2011,Sun,22:40,Not a junction,Uncontrolled,Head On,Two way,Fog,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,558457,7766436,57.55953289,-20.19866155
1,19673,1,Pamplemousses,Slight,Aug,2011,Fri,13:00,Not a junction,Uncontrolled,Hit pedestrian,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,561255,7787005,57.58562175,-20.01271061
1,19674,1,R Rempart,Slight,Sept,2011,Tue,15:00,Not a junction,Uncontrolled,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,Yes,567865,7776793,57.64919245,-20.1047665
1,19675,1,R Rempart,Slight,Jun,2011,Sat,18:45,Not a junction,Not a junc,Hit pedestrian,Two way,Rain,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Wet,No,Yes,567337,7780291,57.64401269,-20.073177
2,19676,2,R Rempart,Slight,Aug,2011,Thu,16:45,Not a junction,Uncontrolled,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,568411,7776613,57.65442196,-20.10637369
1,19677,1,Pamplemousses,Serious,Oct,2011,Wed,22:00,staggered,Uncontrolled,Ran off road,Two way,Fair,Darkness:street lights present but unlit,Straight+Flat,Asphalt,Good,Dry,No,No,561259,7783190,57.58578771,-20.04718352
1,19678,1,Pamplemousses,Slight,Aug,2011,Sun,16:00,T junction,Uncontrolled,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,561787,7784622,57.59078811,-20.03422694
2,19679,1,Pamplemousses,Serious,Feb,2011,Tue,06:45,Private entrance,Uncontrolled,Other,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,564047,7785026,57.61238248,-20.03050288
1,19680,1,R Rempart,Slight,Aug,2011,Sun,17:30,Not a junction,Not a junc,Other,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,571971,7776168,57.68849284,-20.11026507
2,19681,1,R Rempart,Slight,Aug,2011,Fri,21:00,Not a junction,Not a junc,Head On,Two way,Fair,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Dry,No,No,573090,7777933,57.69912607,-20.09427459
1,19682,1,Pamplemousses,Slight,Aug,2011,Mon,06:25,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,569226,7786792,57.66183209,-20.01436694
1,19684,1,R Rempart,Slight,Aug,2011,Tue,18:00,Not a junction,Uncontrolled,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Wet,No,No,570168,7787364,57.67081567,-20.00916444
2,19686,4,R Rempart,Serious,Dec,2011,Fri,16:10,Not a junction,Uncontrolled,Right angle,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,566636,7785237,57.63712828,-20.02850888
3,19687,1,Pamplemousses,Serious,Aug,2011,Tue,22:50,Cross,Uncontrolled,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,558429,7787587,57.55858651,-20.00753878
2,19692,1,Moka,Serious,Aug,2011,Wed,18:30,Not a junction,Not a junc,Other,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,558413,7760639,57.559299,-20.25104473
2,19696,1,Moka,Serious,Sept,2011,Tue,12:45,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,563728,7761174,57.61016867,-20.24604086
1,19706,1,Flacq,Serious,Sept,2011,Mon,23:55,Not a junction,Not a junc,Ran off road,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,575155,7767336,57.71931542,-20.18994793
1,19716,1,Flacq,Slight,Aug,2011,Fri,07:30,Not a junction,Not a junc,Side swipe,Two way,Fair,Daylight,Curve+incline,Asphalt,Good,Dry,No,No,583730,7762294,57.80161509,-20.23515045
2,19720,1,Flacq,Serious,Dec,2011,Fri,11:30,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,577434,7759244,57.74147311,-20.2629742
1,19722,1,Flacq,Serious,Aug,2011,Sun,15:00,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,Yes,578789,7760586,57.75438856,-20.25079302
3,19730,3,Flacq,Slight,Aug,2011,Sat,06:00,Not a junction,Not a junc,Head On,Two way,Rain,Dawn/dusk,Curve only,Gravel,Good,Wet,No,No,578957,7764923,57.7558076,-20.21159843
1,19739,2,P Wilhems,Serious,Aug,2011,Wed,23:10,Not a junction,Uncontrolled,Ran off road,Two way,Fair,Darkness:street lights present but unlit,Straight+Flat,Asphalt,Good,Dry,No,No,551385,7747724,57.4923774,-20.36794681
1,19740,2,P Wilhems,Serious,Aug,2011,Fri,17:30,Not a junction,Uncontrolled,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,550618,7752722,57.4848872,-20.32280541
2,19745,1,P Wilhems,Serious,Aug,2011,Fri,15:20,Y junction,Uncontrolled,Head On,Two way,Fair,Daylight,Curve+incline,Asphalt,Good,Dry,No,No,553907,7758024,57.51623397,-20.27480628
1,19746,1,P Wilhems,Serious,Aug,2011,Sat,03:10,Not a junction,Not a junc,Ran off road,Two way,Rain,Dawn/dusk,Straight+Flat,Asphalt,Good,Wet,No,No,559802,7754470,57.57280272,-20.30674459
1,19755,1,P Wilhems,Serious,Sept,2011,Tue,09:45,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,548874,7763423,57.46789117,-20.22615559
1,19757,1,P Wilhems,Slight,Aug,2011,Sat,17:25,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,548882,7763592,57.46796319,-20.22462827
2,19765,1,Black River,Slight,Aug,2011,Mon,13:30,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,538031,7749894,57.36437401,-20.34865242
2,19768,1,Black River,Slight,Aug,2011,Mon,12:25,T junction,Stop sign,Side swipe,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,542383,7764593,57.40572397,-20.2157378
3,19776,4,Savanne,Slight,Aug,2011,Wed,07:40,Not a junction,Not a junc,Hit object on road,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,543949,7732050,57.42151215,-20.50976337
2,19777,1,Savanne,Slight,Apr,2011,Thu,16:55,Not a junction,Not a junc,Side swipe,Two way,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,546850,7732813,57.44931473,-20.50279919
1,19778,1,Savanne,Serious,Oct,2011,Wed,22:10,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,549468,7734055,57.47438749,-20.49150986
2,19779,3,Savanne,Serious,Aug,2011,Mon,08:00,Not a junction,Not a junc,Side swipe,Two way,Fair,Daylight,Curve only,Asphalt,Good,Dry,No,No,549744,7739571,57.47688025,-20.44166062
1,19780,4,Savanne,Slight,Aug,2011,Sat,23:30,Not a junction,Not a junc,Ran off road,Two way,Fair,Darkness:no street lighting,Curve only,Asphalt,Good,Dry,No,No,546855,7732785,57.44936342,-20.50305208
2,19782,1,Savanne,Slight,Aug,2011,Mon,08:30,Private entrance,Not a junc,Other,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,559170,7733638,57.5674383,-20.49499874
2,19783,1,Savanne,Slight,Aug,2011,Sun,16:00,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Incline only,Asphalt,Good,Dry,No,No,559915,7734625,57.57454933,-20.48605699
1,19784,1,Savanne,Slight,Aug,2011,Mon,23:45,T junction,Uncontrolled,Hit pedestrian,One way,Fair,Darkness: Street lights present and lit,Curve only,Asphalt,Good,Dry,No,No,558231,7734168,57.5584163,-20.49023898
1,19785,1,Savanne,Slight,Aug,2011,Tue,18:25,Not a junction,Not a junc,Hit pedestrian,One way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,558206,7734150,57.55817715,-20.4904024
1,19786,1,Savanne,Serious,Mar,2011,Wed,05:50,Not a junction,Not a junc,Hit pedestrian,Two way,Fog,Dawn/dusk,Straight+Flat,Asphalt,Good,Wet,No,No,558582,7742815,57.56149821,-20.41209567
1,19787,1,Savanne,Slight,Aug,2011,Tue,17:15,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,558097,7742718,57.55685289,-20.41298707
2,19788,1,Savanne,Slight,Aug,2011,Sun,15:30,Not a junction,Not a junc,Other,Two way,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,558322,7743076,57.55899774,-20.40974533
1,19789,1,G Port,Slight,Jun,2011,Sat,17:00,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,Yes,559008,7746361,57.5654643,-20.38004138
1,19791,1,G Port,Slight,Aug,2011,Mon,10:00,Not a junction,Not a junc,Hit object on road,Dual carriageway,Fair,Daylight,Straight+Flat,Asphalt,Damaged,Dry,No,No,558825,7747560,57.56367135,-20.36921306
1,19792,1,G Port,Slight,Jun,2011,Fri,04:30,Not a junction,Not a junc,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,565713,7745312,57.62975297,-20.38929982
2,19793,2,G Port,Slight,Aug,2011,Sun,19:10,Not a junction,Not a junc,Hit object on road,Two way,Fair,Darkness:street lights present but unlit,Straight+Flat,Asphalt,Good,Dry,No,No,555911,7746986,57.53576774,-20.3744876
1,19794,1,G Port,Slight,Aug,2011,Mon,17:00,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,574127,7742672,57.71049254,-20.41284396
2,19795,1,G Port,Slight,Aug,2011,Sat,17:30,Cross,Stop sign,Rear end,Two way,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,572515,7745125,57.69494329,-20.39074193
1,19796,1,G Port,Slight,Aug,2011,Fri,08:45,Cross,Stop sign,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,573403,7742664,57.70355387,-20.41294441
1,19797,1,G Port,Slight,Feb,2011,Tue,07:00,Not a junction,Not a junc,Hit object off road,Dual carriageway,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,568732,7742631,57.65878678,-20.4134176
2,19798,2,G Port,Slight,Aug,2011,Mon,18:00,Not a junction,Not a junc,Side swipe,Dual carriageway,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,567082,7740652,57.6430468,-20.43135829
2,19799,1,G Port,Slight,Jul,2011,Sun,16:50,Not a junction,Not a junc,Other,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,563802,7743278,57.61151243,-20.40774372
1,19800,2,G Port,Slight,Nov,2011,Thu,05:55,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,563981,7743166,57.61323199,-20.40874969
1,19801,1,G Port,Slight,Aug,2011,Wed,15:00,Not a junction,Not a junc,Hit pedestrian,Dual carriageway,Rain,Daylight,Straight+Flat,Asphalt,Good,Wet,No,No,563700,7741407,57.61060151,-20.42465303
2,19802,1,Port Louis,Serious,Nov,2011,Thu,21:20,Roundabout,Give way or marking,Head On,Dual carriageway,Fair,Darkness:street lights present but unlit,Straight+Flat,Asphalt,Good,Dry,No,No,553476,7772615,57.51167562,-20.14297248
2,19820,3,Port Louis,Serious,Sept,2011,Sat,22:00,Not a junction,Uncontrolled,Hit object on road,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,550440,7769727,57.48270721,-20.16915102
2,19842,1,Port Louis,Serious,Sept,2011,Tue,12:00,T junction,Uncontrolled,Other,One way,Fair,Daylight,Incline only,Asphalt,Good,Oil or diesel,No,No,549207,7769038,57.47092648,-20.17540893
2,19856,4,Port Louis,Serious,Aug,2011,Thu,17:00,Not a junction,Not a junc,Head On,One way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553775,7771304,57.51457527,-20.15481056
2,19866,2,Pamplemousses,Slight,Sept,2011,Tue,06:00,Cross,Stop sign,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,555642,7775482,57.53231224,-20.11700438
3,19868,1,Pamplemousses,Slight,Jul,2011,Wed,17:05,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,556215,7774449,57.53782571,-20.12632211
2,19869,1,Pamplemousses,Slight,Oct,2011,Sat,14:50,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,555416,7773411,57.53021331,-20.13572481
2,19870,1,Pamplemousses,Slight,Sept,2011,Fri,07:30,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,554131,7774385,57.51788998,-20.12696013
2,19871,1,Pamplemousses,Slight,Sept,2011,Fri,22:00,Not a junction,Not a junc,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,555747,7774375,57.53335063,-20.12700439
2,19872,1,Pamplemousses,Slight,Sept,2011,Mon,10:00,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,Yes,557369,7773428,57.5488982,-20.13551398
1,19873,2,Pamplemousses,Slight,Sept,2011,Tue,20:00,Not a junction,Not a junc,Hit pedestrian,Two way,Rain,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Wet,No,No,557779,7776214,57.55273242,-20.11032703
2,19874,2,Port Louis,Slight,Sept,2011,Wed,19:00,Not a junction,Not a junc,Other,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,553915,7770800,57.51592986,-20.15936087
2,19876,1,Port Louis,Slight,Aug,2011,Thu,09:00,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,559902,7771855,57.57318453,-20.1496506
1,19877,1,Port Louis,Slight,Sept,2011,Sun,17:10,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,Yes,559941,7771219,57.57357869,-20.15539633
2,19878,2,Pamplemousses,Serious,Mar,2011,Sat,16:35,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,560088,7776063,57.57482522,-20.1116209
2,19879,1,Pamplemousses,Slight,Sept,2011,Wed,07:40,T junction,Stop sign,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,565416,7772666,57.62591491,-20.14214279
2,19880,1,Pamplemousses,Slight,Oct,2011,Sat,11:10,Not a junction,Not a junc,Hit parked veh,Dual carriageway,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,561231,7777396,57.58571437,-20.0995398
1,19881,2,Pamplemousses,Slight,Sept,2011,Mon,12:20,Not a junction,Not a junc,Hit object on road,Dual carriageway,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,Yes,No,562488,7778928,57.59768539,-20.08565618
2,19882,1,Pamplemousses,Slight,Jan,2011,Thu,18:30,Not a junction,Not a junc,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,557461,7780956,57.54954099,-20.06748697
1,19883,2,Pamplemousses,Slight,Mar,2011,Sat,10:35,Not a junction,Not a junc,Hit pedestrian,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,557791,7782248,57.55265602,-20.05580236
2,19884,2,Pamplemousses,Slight,Apr,2011,Sun,05:45,Not a junction,Not a junc,Rear end,Two way,Fair,Dawn/dusk,Straight+Flat,Asphalt,Good,Dry,No,No,557315,7780415,57.54816172,-20.07237989
2,19885,2,Pamplemousses,Slight,Dec,2011,Mon,20:35,Not a junction,Not a junc,Head On,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,Yes,No,557672,7781749,57.55153382,-20.06031498
2,19887,1,Pamplemousses,Serious,Sept,2011,Sun,19:10,Not a junction,Not a junc,Head On,Two way,Fair,Darkness:no street lighting,Straight+Flat,Asphalt,Good,Dry,No,No,556808,7778292,57.54337904,-20.09157872
2,19888,1,Pamplemousses,Slight,Mar,2011,Wed,11:30,Not a junction,Not a junc,Head On,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,558372,7786036,57.55809103,-20.02155571
1,19889,1,Pamplemousses,Slight,Mar,2011,Sat,19:20,Not a junction,Not a junc,Hit animal,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,558493,7784746,57.5592891,-20.03320879
1,19890,1,Pamplemousses,Slight,Sept,2011,Sun,00:40,Not a junction,Not a junc,Hit animal,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,No,554728,7782496,57.52335803,-20.0536505
1,19891,1,Pamplemousses,Serious,Sept,2011,Thu,21:00,Not a junction,Not a junc,Other,Two way,Fair,Darkness: Street lights present and lit,Straight+Flat,Asphalt,Good,Dry,No,Yes,558338,7782401,57.55788192,-20.05440339
1,19892,1,R Rempart,Slight,Jul,2011,Wed,17:05,Not a junction,Not a junc,Other,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,560591,7786588,57.57928769,-20.01649958
3,19893,2,R Rempart,Slight,Jul,2011,Wed,07:45,Not a junction,Not a junc,Rear end,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,560482,7786418,57.57825124,-20.01803914
2,19894,1,R Rempart,Serious,Sept,2011,Thu,11:10,Not a junction,Not a junc,Side swipe,Two way,Fair,Daylight,Straight+Flat,Asphalt,Good,Dry,No,No,560482,7786416,57.5782513,-20.01805722
